FOR;H;
S;18.731137;0.0334946
;2.8253937;0.23472695
;0.6401217;0.81375733
S;0.1612778;1
FOR;He;
S;38.421634;0.023766
;5.77803;0.154679
;1.241774;0.46963
S;0.297964;1
FOR;Li;
S;642.41892;0.0021426
;96.798515;0.0162089
;22.091121;0.0773156
;6.2010703;0.245786
;1.9351177;0.470189
;0.6367358;0.3454708
S;2.3249184;-0.0350917
;0.6324306;-0.1912328
;0.0790534;1.0839878
S;0.035962;1
P;2.3249184;0.0089415
;0.6324306;0.1410095
;0.0790534;0.9453637
P;0.035962;1
FOR;Be;
S;1264.5857;0.0019448
;189.93681;0.0148351
;43.159089;0.0720906
;12.098663;0.2371542
;3.8063232;0.4691987
;1.2728903;0.3565202
S;3.1964631;-0.1126487
;0.7478133;-0.2295064
;0.2199663;1.1869167
S;0.0823099;1
P;3.1964631;0.0559802
;0.7478133;0.2615506
;0.2199663;0.7939723
P;0.0823099;1
FOR;B;
S;2068.8823;0.0018663
;310.64957;0.0142515
;70.683033;0.0695516
;19.86108;0.2325729
;6.2993048;0.4670787
;2.127027;0.3634314
S;4.727971;-0.1303938
;1.1903377;-0.1307889
;0.3594117;1.1309444
S;0.1267512;1
P;4.727971;0.0745976
;1.1903377;0.3078467
;0.3594117;0.7434568
P;0.1267512;1
FOR;C;
S;3047.5249;0.0018347
;457.36951;0.0140373
;103.94869;0.0688426
;29.210155;0.2321844
;9.286663;0.4679413
;3.163927;0.362312
S;7.8682724;-0.1193324
;1.8812885;-0.1608542
;0.5442493;1.1434564
S;0.1687144;1
P;7.8682724;0.0689991
;1.8812885;0.316424
;0.5442493;0.7443083
P;0.1687144;1
FOR;N;
S;4173.511;0.0018348
;627.4579;0.013995
;142.9021;0.068587
;40.23433;0.232241
;12.82021;0.46907
;4.390437;0.360455
S;11.626358;-0.114961
;2.71628;-0.169118
;0.772218;1.145852
S;0.2120313;1
P;11.626358;0.06758
;2.71628;0.323907
;0.772218;0.740895
P;0.2120313;1
FOR;O;
S;5484.6717;0.0018311
;825.23495;0.0139501
;188.04696;0.0684451
;52.9645;0.2327143
;16.89757;0.470193
;5.7996353;0.3585209
S;15.539616;-0.1107775
;3.5999336;-0.1480263
;1.0137618;1.130767
S;0.2700058;1
P;15.539616;0.0708743
;3.5999336;0.3397528
;1.0137618;0.7271586
P;0.2700058;1
FOR;F;
S;7001.71309;0.001819617
;1051.36609;0.01391608
;239.28569;0.068405325
;67.3974453;0.23318576
;21.5199573;0.471267439
;7.4031013;0.356618546
S;20.8479528;-0.108506975
;4.80830834;-0.146451658
;1.34406986;1.12868858
S;0.358151393;1
P;20.8479528;0.071628724
;4.80830834;0.345912103
;1.34406986;0.722469957
P;0.358151393;1
FOR;Ne;
S;8425.85153;0.001884348
;1268.5194;0.014336899
;289.621414;0.070109623
;81.859004;0.237373266
;26.2515079;0.473007126
;9.09472051;0.348401241
S;26.532131;-0.107118287
;6.10175501;-0.146163821
;1.69627153;1.1277735
S;0.4458187;1
P;26.532131;0.071909589
;6.10175501;0.349513372
;1.69627153;0.719940512
P;0.4458187;1
FOR;Na;
S;9993.2;0.0019377
;1499.89;0.014807
;341.951;0.072706
;94.6797;0.252629
;29.7345;0.493242
;10.0063;0.313169
S;150.963;-0.0035421
;35.5878;-0.043959
;11.1683;-0.1097521
;3.90201;0.187398
;1.38177;0.646699
;0.466382;0.306058
S;0.497966;-0.248503
;0.084353;-0.131704
